ID_RECORD;date_time;latitude;longitude;cluster
88;2014-02-01 00:00:25.697679;41.8568358908155;12.477377338537199;-1
89;2014-02-01 00:00:25.734882;41.9042511737689;12.483919007259901;-1
90;2014-02-01 00:00:25.774039;41.9086630527271;12.5066009228874;-1
91;2014-02-01 00:00:26.324962;41.835564605825205;12.4721527618107;-1
92;2014-02-01 00:00:26.517840;41.8965482794286;12.4822388991087;-1
93;2014-02-01 00:00:26.863984;41.911056838555105;12.4759366815692;-1
94;2014-02-01 00:00:26.960028;41.897783275213;12.469331206656301;1
95;2014-02-01 00:00:27.385506;41.9233601620156;12.4881576445332;-1
96;2014-02-01 00:00:27.428065;41.96574508;12.45579244;-1
97;2014-02-01 00:00:27.574064;41.897841892503294;12.468420408626699;1
98;2014-02-01 00:00:27.928599;41.9234351813793;12.4855416454375;-1
99;2014-02-01 00:00:27.939364;41.9219959240361;12.4828460642701;-1
100;2014-02-01 00:00:28.419832;41.8948047415524;12.476465931979;1
